event_id;Agency;year;month;day;hour;minute;second;latitude;longitude;depth;magnitude;magType;catalog
sara_pre1964_001571;CERES995;1950;8;5;3;54;0;9.8;-69.85;0;4.93;Mw;sara
sara_pre1964_001572;CERES995;1950;8;5;10;45;14;9.66;-69.74;25;4.93;Mw;sara
sara_pre1964_001573;CERES995;1950;8;6;10;30;0;9.29;-70.67;0;5.53;Mw;sara
sara_pre1964_001574;CERES995;1950;8;6;14;30;0;9.98;-69.93;0;4.93;Mw;sara
sara_pre1964_001575;CERES995;1950;8;6;20;35;0;-8.4;-77.58;20;6.23;Mw;sara
sara_pre1964_001576;CERES995;1950;8;7;22;30;0;8.99;-68.29;0;4.93;Mw;sara
sara_pre1964_001577;CERES995;1950;8;9;0;45;0;9.58;-69.89;0;4.93;Mw;sara
sara_pre1964_001578;CERES995;1950;8;12;11;0;0;9.67;-70.25;0;4.93;Mw;sara
sara_pre1964_001579;ISCGE013;1950;8;14;22;51;27.22;-27.507;-62.838;610;7.1;Mw;sara
sara_pre1964_001580;CERES995;1950;9;9;5;37;38;-27;-70.6;;6.23;Mw;sara
sara_pre1964_001581;CERES995;1950;9;14;7;52;31;-19.3;-63.8;603;5.71;Mw;sara
sara_pre1964_001582;CERES995;1950;9;18;19;36;43;-8;-71;650;6.09;Mw;sara
sara_pre1964_001583;CERES995;1950;9;19;5;45;0;9.92;-69.59;0;4.93;Mw;sara
sara_pre1964_001584;CERES995;1950;9;25;18;9;27;-32.5;-71.3;;6.23;Mw;sara
sara_pre1964_001585;CERES995;1950;10;16;5;25;22;-5;-80;60;6.23;Mw;sara
sara_pre1964_001586;CERES995;1950;10;26;9;30;0;11.42;-69.68;0;4.93;Mw;sara
sara_pre1964_001587;CERES995;1950;11;2;6;18;2.8;-17.38;-66.19;;5.54;Mw;sara
sara_pre1964_001588;CERES995;1950;11;4;1;30;0;-13.6;-76;90;5.29;Mw;sara
sara_pre1964_001589;CERES995;1950;11;21;13;33;51.4;1.37;-85.06;;5.71;Mw;sara
sara_pre1964_001590;ENGV002;1950;12;2;15;19;22;-8.2;-71;667;6.61;Mw;sara
sara_pre1964_001591;CERES995;1950;12;4;13;18;0;-12.4;-77.5;40;5.45;Mw;sara
sara_pre1964_001592;ISCGE013;1950;12;9;21;38;52.98;-23.977;-67.912;113.9;8.2;Mw;sara
sara_pre1964_001593;ISCGE013;1950;12;10;2;50;46.23;-14.305;-75.472;61.5;6.31;Mw;sara
sara_pre1964_001594;CERES995;1950;12;11;14;35;0;-13.71;-75.89;;6.32;Mw;sara
sara_pre1964_001595;CERES995;1950;12;21;11;36;48;-29.5;-71;100;6.23;Mw;sara
sara_pre1964_001596;CERES995;1950;12;28;14;17;26;-7.5;-71;650;6.32;Mw;sara
sara_pre1964_001597;SGC014;1951;1;5;0;52;38;7.331;-80.835;15;6.02;Mw;sara
sara_pre1964_001598;SGC014;1951;1;6;7;51;35.5;7.329;-80.993;54.4;6.61;Mw;sara
sara_pre1964_001599;CERES995;1951;1;22;23;20;0;10.43;-63.8;0;4.93;Mw;sara
sara_pre1964_001600;CERES995;1951;1;26;2;51;0;-5.794;-79.751;30;6.23;Mw;sara
sara_pre1964_001601;CERES995;1951;1;31;16;39;0;-12.209;-76.935;50;6.23;Mw;sara
sara_pre1964_001602;ISCGE013;1951;3;4;11;17;30.51;-15.701;-74.168;65;5.84;Mw;sara
sara_pre1964_001603;CERES995;1951;3;11;9;8;14;-14;-70;200;5.45;Mw;sara
sara_pre1964_001604;ENGV002;1951;4;14;0;45;29;-23.3;-66.4;223;6.81;Mw;sara
sara_pre1964_001605;OSC013;1951;4;23;13;17;4;-21;-67.5;287;5.71;Mw;sara
sara_pre1964_001606;CERES995;1951;4;24;0;0;0;3.83;-51.84;;4.93;Mw;sara
sara_pre1964_001607;CERES995;1951;5;8;20;0;51;-8.3;-79.8;64;6.23;Mw;sara
sara_pre1964_001608;CERES995;1951;6;12;5;42;35;-13.1;-76.2;;6.23;Mw;sara
sara_pre1964_001609;CERES995;1951;6;17;17;59;42.7;-17.2;-65.24;;5.71;Mw;sara
sara_pre1964_001610;CERES995;1951;6;24;1;44;26;-8.3;-79.8;;5.71;Mw;sara
sara_pre1964_001611;OSC013;1951;6;28;3;8;0;-19.1;-64.5;75;6.05;Mw;sara
sara_pre1964_001612;CERES995;1951;6;28;3;36;52;-17;-71.5;;6.23;Mw;sara
sara_pre1964_001613;CERES995;1951;7;14;4;59;0;-4;-81.3;30;6.23;Mw;sara
sara_pre1964_001614;CERES995;1951;8;1;3;18;0;10.05;-69.3;0;4.93;Mw;sara
sara_pre1964_001615;CERES995;1951;8;6;19;29;36;-2;-79;;5.55;Mw;sara
sara_pre1964_001616;CERES995;1951;8;7;5;37;30;-8.443;-77.256;100;6.23;Mw;sara
sara_pre1964_001617;CERES995;1951;8;10;0;5;24;-14;-77;;6.23;Mw;sara
sara_pre1964_001618;CERES995;1951;8;14;8;15;0;-17.4;-70.4;30;5.42;Mw;sara
sara_pre1964_001619;CERES995;1951;8;14;20;1;28;5.2;-74.5;223;5.31;Mw;sara
sara_pre1964_001620;CERES995;1951;9;8;9;53;0;-6.9;-80.2;40;6.23;Mw;sara
sara_pre1964_001621;CERES995;1951;9;20;5;48;13;-4.2;-81.2;;6.23;Mw;sara
sara_pre1964_001622;CERES995;1951;10;3;11;7;9;-18.8;-70.5;64;6.52;Mw;sara
sara_pre1964_001623;CERES995;1951;10;7;6;0;19;7.2;-75;96;5.31;Mw;sara
sara_pre1964_001624;CERES995;1951;10;7;12;1;58;-24.7;-70.2;96;5.42;Mw;sara
sara_pre1964_001625;CERES995;1951;10;12;18;22;36;-2;-77;;5.55;Mw;sara
sara_pre1964_001626;CERES995;1951;10;17;2;33;21;9.5;-73;0;5.42;Mw;sara
sara_pre1964_001627;OSC013;1951;11;9;22;7;55;-21.75;-68;120;6.05;Mw;sara
sara_pre1964_001628;OSC013;1951;11;22;7;4;33;-14;-67.5;650;5.2;Mw;sara
sara_pre1964_001629;CERES995;1951;12;6;14;29;19;5.7;-77.4;;5.42;Mw;sara
sara_pre1964_001630;CERES995;1951;12;31;12;34;30;-2;-78;;5.55;Mw;sara
sara_pre1964_001631;CERES995;1952;1;15;7;0;51;-4.26;-80.06;100;6.52;Mw;sara
sara_pre1964_001632;CERES995;1952;1;18;22;53;15;3.5;-78;;5.76;Mw;sara
sara_pre1964_001633;CERES995;1952;2;12;1;58;29;-8.5;-74;223;6.23;Mw;sara
sara_pre1964_001634;GOMAL015;1952;2;14;16;3;;7.091;-76.18;18;6.54;Mw;sara
sara_pre1964_001635;CERES995;1952;2;20;9;10;3;-16;-74.5;96;6.23;Mw;sara
sara_pre1964_001636;ENGV002;1952;2;26;11;31;10;-14;-70.5;260;6.9;Mw;sara
sara_pre1964_001637;CERES995;1952;3;31;0;50;40;-6;-79.5;;6.23;Mw;sara
sara_pre1964_001638;CERES995;1952;4;6;18;12;55;-11;-78.2;;6.23;Mw;sara
sara_pre1964_001639;ISCGE013;1952;4;19;9;58;57.14;7.013;-71.941;28.2;6.45;Mw;sara
sara_pre1964_001640;CERES995;1952;4;21;1;58;25;-2.75;-78.5;;5.55;Mw;sara
sara_pre1964_001641;CERES995;1952;5;3;12;14;11;-14.6;-76.3;;6.23;Mw;sara
sara_pre1964_001642;CERES995;1952;5;4;0;14;0;-14.4;-76.1;;6.23;Mw;sara
sara_pre1964_001643;CERES995;1952;5;8;8;11;3;7.5;-73;;5.09;Mw;sara
sara_pre1964_001644;CERES995;1952;5;16;20;45;41;6.7;-78.9;;6.91;Mw;sara
sara_pre1964_001645;CERES995;1952;5;17;15;47;27;6.7;-78.9;;5.42;Mw;sara
sara_pre1964_001646;CERES995;1952;5;24;1;59;0;-18.02;-70.25;;6.81;Mw;sara
sara_pre1964_001647;CERES995;1952;6;4;21;30;47;6;-77.5;;6.16;Mw;sara
sara_pre1964_001648;CERES995;1952;6;5;5;56;33;6;-77.5;;6.22;Mw;sara
sara_pre1964_001649;OSC013;1952;6;10;8;41;48;-20;-65;300;5.79;Mw;sara
sara_pre1964_001650;ISCGE013;1952;6;11;0;31;44.7;-31.672;-68.483;25;6.48;Mw;sara
sara_pre1964_001651;CERES995;1952;6;29;9;56;38.4;8.15;-72.92;157;5.76;Mw;sara
sara_pre1964_001652;CERES995;1952;7;3;0;52;24;5.7;-77.4;;6.09;Mw;sara
sara_pre1964_001653;CERES995;1952;7;19;8;2;0;-12.572;-76.873;70;6.23;Mw;sara
sara_pre1964_001654;CERES995;1952;8;3;13;13;44;-12.8;-78.5;;6.23;Mw;sara
sara_pre1964_001655;CERES995;1952;8;16;;;;-3.2;-59.77;;2.87;Mw;sara
sara_pre1964_001656;CERES995;1952;8;24;0;0;0;10.53;-72.47;0;4.93;Mw;sara
sara_pre1964_001657;CERES995;1952;9;11;2;1;0;-8.9;-75.7;30;6.23;Mw;sara
sara_pre1964_001658;CERES995;1952;9;14;15;55;0;-8.9;-75.7;30;6.23;Mw;sara
sara_pre1964_001659;OSC013;1952;9;21;2;30;35;-21.75;-65.75;260;6.22;Mw;sara
sara_pre1964_001660;CERES995;1952;9;22;17;23;0;-20.5;-68;128;5.11;Mw;sara
sara_pre1964_001661;CERES995;1952;10;12;4;28;32;-17.4;-71;;5.96;Mw;sara
sara_pre1964_001662;OSC013;1952;10;12;6;31;44;-15.4;-66.4;287;5.96;Mw;sara
sara_pre1964_001663;CERES995;1952;10;30;13;13;7;8.7;-76.3;;5.89;Mw;sara
sara_pre1964_001664;CERES995;1952;11;14;11;40;44;-6.6;-76.9;;6.23;Mw;sara
sara_pre1964_001665;CERES995;1952;11;28;1;12;55;6.7;-78.9;;5.42;Mw;sara
sara_pre1964_001666;CERES995;1953;1;6;16;5;43;-21;-67.5;160;5.88;Mw;sara
sara_pre1964_001667;CERES995;1953;1;13;7;37;59;-2;-81;;5.55;Mw;sara
sara_pre1964_001668;CERES995;1953;2;12;0;16;0;-17.5;-71.7;40;6.23;Mw;sara
sara_pre1964_001669;CERES995;1953;2;15;9;32;25;-12;-77.5;;6.23;Mw;sara
sara_pre1964_001670;CERES995;1953;3;4;0;57;59;-28;-63.5;603;6.32;Mw;sara
sara_pre1964_001671;CERES995;1953;3;19;;;;2.82;-60.68;;2.87;Mw;sara
sara_pre1964_001672;CERES995;1953;3;30;22;16;0;-13.6;-72.6;20;6.23;Mw;sara
sara_pre1964_001673;CERES995;1953;4;14;13;29;26;-8.2;-71;603;6.61;Mw;sara
sara_pre1964_001674;CERES995;1953;4;17;0;2;50;-5.2;-77.2;;6.09;Mw;sara
sara_pre1964_001675;CERES995;1953;4;26;0;28;0;-7.3;-78.46;20;6.23;Mw;sara
sara_pre1964_001676;CERES995;1953;5;2;23;50;0;-17.2;-71.1;20;6.23;Mw;sara
sara_pre1964_001677;ENGV002;1953;5;6;17;16;45.62;-36.901;-72.716;35;7.41;Mw;sara
sara_pre1964_001678;CERES995;1953;5;28;20;49;0;-9.3;-78.2;90;5.42;Mw;sara
sara_pre1964_001679;CERES995;1953;6;17;14;8;36;-15.6;-74.6;64;6.23;Mw;sara
sara_pre1964_001680;CERES995;1953;7;26;13;5;22;-15;-75;60;6.23;Mw;sara
sara_pre1964_001681;CERES995;1953;8;9;5;53;29;-22.1;-68.7;128;6.32;Mw;sara
sara_pre1964_001682;CERES995;1953;8;16;3;9;55;-7.1;-74.7;160;6.23;Mw;sara
sara_pre1964_001683;CERES995;1953;8;21;16;45;58;4.1;-76.7;96;4.89;Mw;sara
sara_pre1964_001684;CERES995;1953;8;29;6;30;0;9.35;-70.63;0;4.93;Mw;sara
sara_pre1964_001685;CERES995;1953;9;4;14;7;15;-32.7;-71.8;33;6.91;Mw;sara
sara_pre1964_001686;OSC013;1953;10;27;18;20;47;-19.5;-66.5;287;5.96;Mw;sara
sara_pre1964_001687;CERES995;1953;11;18;5;50;0;-9.2;-78.9;40;6.23;Mw;sara
sara_pre1964_001688;CERES995;1953;12;7;2;5;24;-22.1;-68.7;128;7.41;Mw;sara
sara_pre1964_001689;ISCGE013;1953;12;12;17;31;31.41;-3.566;-80.56;25;7.57;Mw;sara
sara_pre1964_001690;GOMAL015;1953;12;23;4;45;23;1;-77;20;5.56;Mw;sara
sara_pre1964_001691;CERES995;1954;2;8;14;19;9;-22.5;-68;150;6.23;Mw;sara
sara_pre1964_001692;CERES995;1954;3;9;19;38;54;7.5;-73.5;183;5.09;Mw;sara
sara_pre1964_001693;CERES995;1954;3;9;19;38;54;7.5;-73.5;183;5.09;Mw;sara
sara_pre1964_001694;CERES995;1954;4;5;17;52;22;-23;-67.5;150;6.23;Mw;sara
sara_pre1964_001695;CERES995;1954;4;10;10;15;46;10.5;-78;;5.09;Mw;sara
sara_pre1964_001696;CERES995;1954;4;14;7;54;21;-23.9;-69.2;96;5.76;Mw;sara
sara_pre1964_001697;CERES995;1954;4;15;5;14;50;-14.25;-66.5;;5.28;Mw;sara
sara_pre1964_001698;CERES995;1954;4;21;20;23;5;-13;-77;100;6.23;Mw;sara
sara_pre1964_001699;CERES995;1954;4;23;21;4;30;-13.25;-63.5;;5.37;Mw;sara
sara_pre1964_001700;CERES995;1954;4;25;3;57;6;8;-72.9;;5.42;Mw;sara
sara_pre1964_001701;CERES995;1954;5;21;0;59;0;-16.45;-71.75;25;6.23;Mw;sara
sara_pre1964_001702;CERES995;1954;5;25;0;20;0;-16.25;-71.8;15;6.23;Mw;sara
sara_pre1964_001703;OSC013;1954;5;29;12;11;37;-12;-68;0;5.79;Mw;sara
sara_pre1964_001704;CERES995;1954;5;29;14;57;42.5;-33.84;-69.74;145;5.79;Mw;sara
sara_pre1964_001705;CERES995;1954;6;1;20;32;36;-12;-74;;6.23;Mw;sara
sara_pre1964_001706;CERES995;1954;6;4;6;50;40;-0.7;-91.7;;6.81;Mw;sara
sara_pre1964_001707;CERES995;1954;6;15;13;29;59;-5;-77;100;6.61;Mw;sara
sara_pre1964_001708;CERES995;1954;6;21;1;48;43;-23.2;-68.3;128;6.61;Mw;sara
sara_pre1964_001709;CERES995;1954;6;21;8;59;20;1.5;-84;;5.62;Mw;sara
sara_pre1964_001710;CERES995;1954;7;10;5;20;0;-16.6;-71.6;15;6.23;Mw;sara
sara_pre1964_001711;CERES995;1954;7;13;21;54;0;-15.9;-73.2;20;6.23;Mw;sara
sara_pre1964_001712;ISCGE013;1954;7;23;4;33;35.06;-30.415;-71.51;38.3;6.11;Mw;sara
sara_pre1964_001713;CERES995;1954;7;24;8;54;30;-22.5;-67.5;;5.37;Mw;sara
sara_pre1964_001714;CERES995;1954;7;25;11;0;20;9.87;-72.71;25;4.95;Mw;sara
sara_pre1964_001715;CERES995;1954;7;26;19;9;0;-1.5;-79;60;6.52;Mw;sara
sara_pre1964_001716;LEYAL009;1954;7;26;20;15;0;-41;-73;0;6.52;Mw;sara
sara_pre1964_001717;CERES995;1954;7;29;0;14;19;-18.75;-68.75;;5.37;Mw;sara
sara_pre1964_001718;CERES995;1954;8;7;9;37;24;-18.5;-69;100;5.45;Mw;sara
sara_pre1964_001719;CERES995;1954;9;8;21;40;24;3.2;-74.5;;4.89;Mw;sara
sara_pre1964_001720;CERES995;1954;9;9;4;50;12.5;6;-77.6;;4.89;Mw;sara
sara_pre1964_001721;CERES995;1954;9;16;5;55;25;8.2;-73.5;;5.09;Mw;sara
sara_pre1964_001722;CERES995;1954;9;17;4;28;0;-16.5;-71.9;100;5.42;Mw;sara
sara_pre1964_001723;CERES995;1954;9;17;19;1;48.4;6.4;-71.59;2;5.31;Mw;sara
sara_pre1964_001724;CERES995;1954;10;10;23;21;40;7;-78;;5.09;Mw;sara
sara_pre1964_001725;CERES995;1954;10;16;19;48;48;5.6;-76;;5.09;Mw;sara
sara_pre1964_001726;CERES995;1954;11;15;4;53;39;-20;-68.5;;5.11;Mw;sara
sara_pre1964_001727;SHIVE011;1954;12;4;18;31;12;10.9;-61.4;64;6.42;Mw;sara
sara_pre1964_001728;CERES995;1954;12;19;9;0;0;-16.28;-71.7;30;6.61;Mw;sara
sara_pre1964_001729;CERES995;1954;12;28;17;0;0;-16.5;-71.66;20;6.23;Mw;sara
sara_pre1964_001730;CERES995;1954;  ;;   ;  ;;-9.93;-36.49;;3.6;Mw;sara
sara_pre1964_001731;CERES995;1955;1;3;18;41;57;-15;-75.4;64;6.02;Mw;sara
sara_pre1964_001732;ISCGE013;1955;1;31;5;3;7.6;-12.524;-57.291;15;6.34;Mw;sara
sara_pre1964_001733;CERES995;1955;2;8;4;12;10;-20;-62.5;600;5.89;Mw;sara
sara_pre1964_001734;CERES995;1955;2;9;16;6;0;-12;-77;;6.23;Mw;sara
sara_pre1964_001735;CERES995;1955;2;10;4;6;12;-11.5;-77.5;;6.23;Mw;sara
sara_pre1964_001736;CERES995;1955;2;11;12;6;3;-19.25;-68.5;100;5.2;Mw;sara
sara_pre1964_001737;CERES995;1955;2;19;3;44;28;-20.5;-65;250;5.96;Mw;sara
sara_pre1964_001738;CERES995;1955;2;26;18;19;0;-7.194;-80.259;30;6.23;Mw;sara
sara_pre1964_001739;CERES995;1955;3;1;1;46;13;-19.84;-36.75;15;6.86;Mw;sara
sara_pre1964_001740;CERES995;1955;3;9;17;11;23;-5;-79;;6.23;Mw;sara
sara_pre1964_001741;CERES995;1955;4;18;7;29;30;-18;-67.5;250;5.11;Mw;sara
sara_pre1964_001742;CERES995;1955;4;19;9;59;0;-4;-80.7;30;7.01;Mw;sara
sara_pre1964_001743;ISCGE013;1955;4;19;20;24;11.88;-30.128;-71.935;15;6.95;Mw;sara
sara_pre1964_001744;ISCGE013;1955;4;20;5;48;36.98;-30.664;-72.071;15;6.26;Mw;sara
sara_pre1964_001745;CERES995;1955;4;24;20;34;35;-17;-65;;5.62;Mw;sara
sara_pre1964_001746;CERES995;1955;4;25;0;24;0;-7.1;-80.4;30;5.09;Mw;sara
sara_pre1964_001747;CERES995;1955;4;25;8;25;21;2;-75.5;;5.31;Mw;sara
sara_pre1964_001748;CERES995;1955;5;3;12;50;5;-8.5;-79.5;;6.23;Mw;sara
sara_pre1964_001749;BEAAL010;1955;5;11;;;;-0.2;-77.8;;7;Mw;sara
sara_pre1964_001750;CERES995;1955;5;22;23;45;17;-11;-74;100;6.52;Mw;sara
sara_pre1964_001751;CERES995;1955;5;26;6;59;11;10.46;-64.58;0;4.82;Mw;sara
sara_pre1964_001752;ENGV002;1955;5;28;6;20;41;-30.8;-65.198;192;6.52;Mw;sara
sara_pre1964_001753;CERES995;1955;5;31;17;57;12;-0.4;-91.7;;6.09;Mw;sara
sara_pre1964_001754;CERES995;1955;6;20;2;0;0;-13.5;-72;20;6.23;Mw;sara
sara_pre1964_001755;CERES995;1955;7;16;13;31;43;-14;-78.5;50;5.28;Mw;sara
sara_pre1964_001756;BEAAL010;1955;7;20;;;;0.28;-78.39;;6.14;Mw;sara
sara_pre1964_001757;CERES995;1955;7;21;11;45;40;-15.4;-74;60;6.81;Mw;sara
sara_pre1964_001758;CERES985;1955;8;10;7;45;49;-4;-80;100;5.08;Mw;sara
sara_pre1964_001759;CERES995;1955;8;17;10;42;37;-8.5;-76;150;6.23;Mw;sara
sara_pre1964_001760;CERES995;1955;8;19;7;44;44;-8;-79.5;60;6.23;Mw;sara
sara_pre1964_001761;CERES995;1955;8;27;2;49;0;-17.2;-70.9;25;6.23;Mw;sara
sara_pre1964_001762;CERES995;1955;9;8;3;31;25;8;-77;;5.42;Mw;sara
sara_pre1964_001763;CERES995;1955;10;6;11;3;16;-36;-70;150;6.52;Mw;sara
sara_pre1964_001764;CERES995;1955;10;9;21;3;0;-15.122;-73.029;25;6.23;Mw;sara
sara_pre1964_001765;CERES995;1955;10;15;4;31;15;6;-77.5;;5.42;Mw;sara
sara_pre1964_001766;CERES995;1955;11;4;22;43;50;-33.5;-69.5;100;6.81;Mw;sara
sara_pre1964_001767;CERES995;1955;11;13;10;10;0;8.6;-71.69;0;4.93;Mw;sara
sara_pre1964_001768;ISCGE013;1955;11;17;6;53;34.31;-26.406;-70.155;33.8;6.35;Mw;sara
sara_pre1964_001769;CERES995;1955;12;6;0;53;59;8.4;-73;;6.81;Mw;sara
sara_pre1964_001770;ENGV002;1955;12;6;4;31;0;-20.2;-70.2;0;6.52;Mw;sara
sara_pre1964_001771;CERES995;1955;12;14;12;52;12;6.3;-78.8;;4.89;Mw;sara
sara_pre1964_001772;CERES995;1955;12;20;13;42;10;0.8;-77.7;;5.09;Mw;sara
sara_pre1964_001773;ISCGE013;1956;1;8;20;54;24.42;-18.966;-70.507;51.5;6.59;Mw;sara
sara_pre1964_001774;ISCGE013;1956;1;16;23;37;46.12;-0.727;-80.213;20;6.95;Mw;sara
sara_pre1964_001775;CERES995;1956;1;21;17;54;15;-21;-67.5;100;5.11;Mw;sara
sara_pre1964_001776;CERES995;1956;2;2;10;42;25.09;11.538;-61.081;49.7;5.09;Mw;sara
sara_pre1964_001777;CERES995;1956;2;18;10;24;20;-5;-79.5;;5.54;Mw;sara
sara_pre1964_001778;CERES995;1956;2;18;17;48;40;-8.5;-79.5;;6.23;Mw;sara
sara_pre1964_001779;CERES995;1956;3;22;6;34;0;-3.3;-79;96;6.52;Mw;sara
sara_pre1964_001780;CERES995;1956;3;31;8;19;30;3.5;-78.5;100;5.42;Mw;sara
sara_pre1964_001781;CERES995;1956;4;11;6;34;41.05;9.783;-62.325;7.2;4.95;Mw;sara
sara_pre1964_001782;CERES995;1956;4;23;21;28;41.57;10.983;-62.38;11.1;4.82;Mw;sara
sara_pre1964_001783;CERES995;1956;5;3;2;11;17;-16;-74;;5.71;Mw;sara
sara_pre1964_001784;CERES995;1956;5;17;5;59;57;-16.5;-72;60;5.54;Mw;sara
sara_pre1964_001785;CERES995;1956;6;7;12;53;23.06;10.875;-62.543;34.5;4.88;Mw;sara
sara_pre1964_001786;ISCGE013;1956;6;9;10;8;30.94;-30.332;-71.474;23.5;6.63;Mw;sara
sara_pre1964_001787;CERES995;1956;6;10;15;19;40;-18;-74.5;33;5.37;Mw;sara
sara_pre1964_001788;CERES995;1956;6;11;9;56;10;-27.5;-69;;6.02;Mw;sara
sara_pre1964_001789;CERES995;1956;7;3;0;31;31.4;7.41;-72.8;72;5.09;Mw;sara
sara_pre1964_001790;CERES995;1956;7;22;9;25;8;-19;-69;100;6.16;Mw;sara
sara_pre1964_001791;CERES995;1956;8;2;7;11;18.2;5.13;-76.22;103;5.09;Mw;sara
sara_pre1964_001792;CERES995;1956;8;2;7;11;18.2;5.13;-76.22;103;5.09;Mw;sara
sara_pre1964_001793;CERES995;1956;8;17;5;53;25;-5;-80;;5.28;Mw;sara
sara_pre1964_001794;CERES995;1956;8;19;20;30;25.58;12.461;-60.107;40.7;4.82;Mw;sara
sara_pre1964_001795;OSC013;1956;8;23;13;48;26;-15.27;-68.67;33;5.45;Mw;sara
sara_pre1964_001796;CERES995;1956;9;6;1;30;43;7.5;-77;;5.09;Mw;sara
sara_pre1964_001797;CERES995;1956;9;15;7;39;4;-20;-69;100;6.81;Mw;sara
sara_pre1964_001798;CERES995;1956;10;3;8;18;47;-20.09;-69.38;90;6.52;Mw;sara
sara_pre1964_001799;CERES995;1956;10;3;16;38;31.74;10.306;-63.554;10;4.88;Mw;sara
sara_pre1964_001800;CERES995;1956;10;12;2;37;44;-15.5;-75.28;;6.52;Mw;sara
sara_pre1964_001801;CERES995;1956;10;13;5;4;42.5;9.25;-69.85;0;5.02;Mw;sara
sara_pre1964_001802;CERES995;1956;10;29;15;42;8;-8.5;-77;60;6.42;Mw;sara
sara_pre1964_001803;CERES995;1956;10;30;22;52;27;5;-79;;5.09;Mw;sara
sara_pre1964_001804;CERES995;1956;11;1;3;5;0;11.42;-69.68;0;4.93;Mw;sara
sara_pre1964_001805;SHIVE011;1956;11;16;11;32;;8.15;-71.05;;5.5;Mw;sara
sara_pre1964_001806;CERES995;1956;11;16;22;2;19;-18;-69;150;5.42;Mw;sara
sara_pre1964_001807;PALAL009;1956;11;23;4;46;0;8.15;-71.05;12;5.66;Mw;sara
sara_pre1964_001808;CERES995;1956;11;24;0;0;0;8.13;-71.47;0;5.62;Mw;sara
sara_pre1964_001809;OSC013;1956;11;24;1;56;6;-22.5;-67;15;5.62;Mw;sara
sara_pre1964_001810;CERES995;1956;11;25;14;15;10;-17;-71.5;100;5.45;Mw;sara
sara_pre1964_001811;CERES995;1956;12;1;21;24;54;-17.5;-72.5;33;5.79;Mw;sara
sara_pre1964_001812;CERES995;1956;12;16;1;41;58;6.33;-77.63;39;6.52;Mw;sara
sara_pre1964_001813;ISCGE013;1956;12;18;2;31;12.21;-25.552;-70.036;44.9;6.81;Mw;sara
sara_pre1964_001814;CERES995;1957;1;4;12;36;10;7;-78;;5.42;Mw;sara
sara_pre1964_001815;CERES995;1957;1;8;20;25;;-15.6;-56.1;;2.87;Mw;sara
sara_pre1964_001816;CERES995;1957;1;15;22;54;28.4;-28.12;-67.15;124;6.09;Mw;sara
sara_pre1964_001817;CERES995;1957;1;24;7;16;29;-12.5;-78;;6.32;Mw;sara
sara_pre1964_001818;CERES995;1957;1;31;0;47;0;-22;-66;150;5.79;Mw;sara
sara_pre1964_001819;CERES995;1957;2;6;13;6;11;1.81;-90.56;;6.13;Mw;sara
sara_pre1964_001820;CERES995;1957;2;18;23;49;52;-11.5;-78;100;6.61;Mw;sara
sara_pre1964_001821;CERES995;1957;2;21;20;4;47;-15.75;-75.75;33;5.11;Mw;sara
sara_pre1964_001822;CERES995;1957;3;9;22;19;17;-19;-64;;5.71;Mw;sara
sara_pre1964_001823;CERES995;1957;3;12;21;22;58;-1.59;-80.15;60;6.3;Mw;sara
sara_pre1964_001824;CERES995;1957;3;31;2;22;33;-22;-67.75;100;5.71;Mw;sara
sara_pre1964_001825;BSB012;1957;4;16;18;17;12;-9.5;-67;0;5.17;Mw;sara
sara_pre1964_001826;ISCGE013;1957;4;21;21;12;32.81;6.868;-72.095;25;6.64;Mw;sara
sara_pre1964_001827;CERES995;1957;4;22;13;43;20;6.99;-71.97;66;5.42;Mw;sara
sara_pre1964_001828;CERES995;1957;4;23;17;57;16.7;6.97;-71.82;;5.74;Mw;sara
sara_pre1964_001829;CERES995;1957;4;23;21;58;35;-27;-68;;5.42;Mw;sara
sara_pre1964_001830;CERES995;1957;4;25;13;18;10;-29;-69;;5.71;Mw;sara
sara_pre1964_001831;CERES995;1957;4;29;10;11;53;-22;-66;200;5.62;Mw;sara
sara_pre1964_001832;ISCGE013;1957;5;24;2;37;51.37;3.7;-76.752;52.3;6.12;Mw;sara
sara_pre1964_001833;CERES995;1957;5;24;16;48;54.31;10.553;-61.895;10;4.95;Mw;sara
sara_pre1964_001834;CERES995;1957;5;31;2;16;27;-27.5;-63;600;6.42;Mw;sara
sara_pre1964_001835;CERES995;1957;6;26;19;5;0;10.3;-70.14;0;5.53;Mw;sara
sara_pre1964_001836;CERES995;1957;7;24;10;47;44;-27;-66;150;6.52;Mw;sara
sara_pre1964_001837;ISCGE013;1957;7;29;17;15;20.93;-23.409;-70.94;15;6.5;Mw;sara
sara_pre1964_001838;CERES995;1957;8;1;12;46;23;-18;-70;150;5.03;Mw;sara
sara_pre1964_001839;CERES995;1957;8;7;8;49;24;-5;-81;;5.54;Mw;sara
sara_pre1964_001840;CERES995;1957;8;8;13;50;0;-4.279;-81.921;40;6.23;Mw;sara
sara_pre1964_001841;CERES995;1957;8;11;10;1;22.42;11.737;-62.514;104.8;4.82;Mw;sara
sara_pre1964_001842;ISCGE013;1957;8;26;11;28;57.15;-18.82;-63.806;15;6.34;Mw;sara
sara_pre1964_001843;ISCGE013;1957;8;26;13;58;51.4;-1.925;-80.99;15;6.34;Mw;sara
